,ID,Artista_original,Artista_similar,Coincidencia
314,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Teenage Mutants,0.368774
315,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,UMEK,0.363027
316,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Reinier Zonneveld,0.357300
317,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Alignment,0.349657
318,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Marie Vaunt,0.348913
319,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,T78,0.332492
320,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Spartaque,0.323037
321,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Spektre,0.318062
322,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Regal,0.309877
323,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Mha Iri,0.301460
324,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Trym,0.300426
325,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Indira Paganotto,0.300056
326,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Sara Landry,0.278280
327,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Hi-Lo,0.277620
328,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Klangkuenstler,0.277261
329,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,BOSTON 168,0.275363
330,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,anetha,0.275240
331,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Kobosil,0.273976
332,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,The Rocketman,0.269816
333,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Anfisa Letyago,0.265012
334,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,I Hate Models,0.257418
335,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,999999999,0.257009
336,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,AKKI (DE),0.254856
337,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Bart Skils,0.250015
338,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Cosmic Boys,0.249139
339,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Belocca,0.248478
340,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Alex Stein,0.247383
341,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Victor Ruiz,0.246181
342,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,The Age of Love,0.236932
343,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Fjaak,0.230765
344,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Frankyeffe,0.230551
345,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Pan-Pot,0.229496
346,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,ROBPM,0.225432
347,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Mark Reeve,0.224850
348,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Maddix,0.224806
349,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Wehbba,0.223381
350,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Mark Dekoda,0.208075
351,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Keith Carnal,0.206890
352,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Krl Mx,0.203990
353,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Dax J,0.198968
354,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Metodi Hristov,0.198569
355,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Mathame,0.198296
356,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Nico Moreno,0.197572
357,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Alan Fitzpatrick,0.195161
358,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Stan Christ,0.188953
359,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Kölsch,0.185133
360,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Monika Kruse,0.185041
361,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Basswell,0.178594
362,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,FOVOS,0.177549
363,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Dusty Kid,0.175566
364,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Boris Brejcha,0.173259
365,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Deniz Bul,0.173106
366,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Charlie Sparks (UK),0.163352
367,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Rikhter,0.161180
368,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Len Faki,0.159226
369,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,ARTBAT,0.157950
370,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Rebūke,0.155592
371,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Ben Klock,0.155391
372,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Mossano,0.154816
373,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Schrotthagen,0.150712
374,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Nina Kraviz,0.150128
375,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Karashnikov,0.150015
376,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Agents Of Time,0.146236
377,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Kevin De Vries,0.145149
378,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Stella Bossi,0.142950
379,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Oliver Huntemann,0.140820
380,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,In Verruf,0.140558
381,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Nur Jaber,0.140186
382,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Shlømo,0.136912
383,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Rebekah,0.135170
384,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Julian Jeweil,0.134957
385,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,DJ Gigola,0.132413
386,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Ellen Allien,0.131939
387,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Hozho,0.130313
388,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Juliet Fox,0.129818
389,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Anyma,0.129702
390,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Joris Voorn,0.129540
391,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Recondite,0.129276
392,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Ann Clue,0.128592
393,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Oxia,0.125161
394,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Carl Cox,0.123377
395,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Jacidorex,0.122986
396,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,MOTVS,0.122379
397,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,VIPER DIVA,0.119632
398,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Stephan Bodzin,0.119314
399,0lAWpj5szCSwM4rUMHYmrr,Amelie lens,Mind Against,0.119012
400,0lAWpj5szCSwM4rUMHYmrr,Maneskin,The Kolors,1
401,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Peppino Gagliardi,0.870572
402,0lAWpj5szCSwM4rUMHYmrr,Maneskin,エド・シーラン,0.398436
403,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ビリー・アイリッシュ,0.329262
404,0lAWpj5szCSwM4rUMHYmrr,Maneskin,オアシス,0.328345
405,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ウィーザー,0.301988
406,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ルイス・キャパルディ,0.297302
407,0lAWpj5szCSwM4rUMHYmrr,Maneskin,羊文学,0.292382
408,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Thee Michelle Gun Elephant,0.270311
409,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ニルヴァーナ,0.243392
410,0lAWpj5szCSwM4rUMHYmrr,Maneskin,オリヴィア・ロドリゴ,0.237097
411,0lAWpj5szCSwM4rUMHYmrr,Maneskin,カネコアヤノ,0.228133
412,0lAWpj5szCSwM4rUMHYmrr,Maneskin,tempalay,0.215223
413,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ずっと真夜中でいいのに。,0.203904
414,0lAWpj5szCSwM4rUMHYmrr,Maneskin,レッド・ホット・チリ・ペッパーズ,0.201850
415,0lAWpj5szCSwM4rUMHYmrr,Maneskin,andymori,0.191408
416,0lAWpj5szCSwM4rUMHYmrr,Maneskin,SUPER BEAVER,0.189880
417,0lAWpj5szCSwM4rUMHYmrr,Maneskin,マカロニえんぴつ,0.187349
418,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ヤングブラッド,0.182710
419,0lAWpj5szCSwM4rUMHYmrr,Maneskin,サカナクション,0.180396
420,0lAWpj5szCSwM4rUMHYmrr,Maneskin,The Birthday,0.177115
421,0lAWpj5szCSwM4rUMHYmrr,Maneskin,あいみょん,0.174453
422,0lAWpj5szCSwM4rUMHYmrr,Maneskin,テイラー・スウィフト,0.171738
423,0lAWpj5szCSwM4rUMHYmrr,Maneskin,King Gnu,0.170794
424,0lAWpj5szCSwM4rUMHYmrr,Maneskin,藤井 風,0.168062
425,0lAWpj5szCSwM4rUMHYmrr,Maneskin,リーガルリリー,0.161828
426,0lAWpj5szCSwM4rUMHYmrr,Maneskin,リル・ヨッティー,0.150882
427,0lAWpj5szCSwM4rUMHYmrr,Maneskin,くるり,0.150597
428,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ウルフルズ,0.148228
429,0lAWpj5szCSwM4rUMHYmrr,Maneskin,スピッツ,0.145255
430,0lAWpj5szCSwM4rUMHYmrr,Maneskin,フジファブリック,0.142894
431,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ケミカル・ブラザーズ,0.138990
432,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Vaundy,0.137200
433,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Hi-Standard,0.132880
434,0lAWpj5szCSwM4rUMHYmrr,Maneskin,コールドプレイ,0.130390
435,0lAWpj5szCSwM4rUMHYmrr,Maneskin,キタニタツヤ,0.130149
436,0lAWpj5szCSwM4rUMHYmrr,Maneskin,UNISON SQUARE GARDEN,0.120209
437,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ELLEGARDEN,0.119399
438,0lAWpj5szCSwM4rUMHYmrr,Maneskin,10-FEET,0.117469
439,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Awich,0.115184
440,0lAWpj5szCSwM4rUMHYmrr,Maneskin,新しい学校のリーダーズ,0.114132
441,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ケンドリック・ラマー,0.112572
442,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ZAZEN BOYS,0.111626
443,0lAWpj5szCSwM4rUMHYmrr,Maneskin,BE:FIRST,0.106421
444,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Måneskin,0.104234
445,0lAWpj5szCSwM4rUMHYmrr,Maneskin,エレファントカシマシ,0.100256
446,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ミーガン・ジー・スタリオン,0.099864
447,0lAWpj5szCSwM4rUMHYmrr,Maneskin,WurtS,0.099727
448,0lAWpj5szCSwM4rUMHYmrr,Maneskin,マック・デマルコ,0.099525
449,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Official髭男dism,0.099171
450,0lAWpj5szCSwM4rUMHYmrr,Maneskin,アリアナ・グランデ,0.099111
451,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ザ・ローリング・ストーンズ,0.094706
452,0lAWpj5szCSwM4rUMHYmrr,Maneskin,サザンオールスターズ,0.093063
453,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ボン・ジョヴィ,0.092431
454,0lAWpj5szCSwM4rUMHYmrr,Maneskin,[Alexandros],0.091086
455,0lAWpj5szCSwM4rUMHYmrr,Maneskin,斉藤和義,0.090570
456,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Mrs. GREEN APPLE,0.090500
457,0lAWpj5szCSwM4rUMHYmrr,Maneskin,星野源,0.088716
458,0lAWpj5szCSwM4rUMHYmrr,Maneskin,コナン・グレイ,0.087978
459,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ザ・ラスト・ディナー・パーティー,0.087686
460,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Bianca Atzei,0.086081
461,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ポルノグラフィティ,0.086014
462,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Jo1,0.085635
463,0lAWpj5szCSwM4rUMHYmrr,Maneskin,PEOPLE 1,0.085522
464,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Galileo Galilei,0.083998
465,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ユン・ミレ & BIBI,0.082659
466,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ちゃんみな,0.082128
467,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ROSSO,0.081761
468,0lAWpj5szCSwM4rUMHYmrr,Maneskin,マルーン5,0.081726
469,0lAWpj5szCSwM4rUMHYmrr,Maneskin,フー・ファイターズ,0.081712
470,0lAWpj5szCSwM4rUMHYmrr,Maneskin,七尾旅人,0.081682
471,0lAWpj5szCSwM4rUMHYmrr,Maneskin,柴田聡子,0.080945
472,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Gianni Fiorellino,0.079861
473,0lAWpj5szCSwM4rUMHYmrr,Maneskin,銀杏BOYZ,0.079670
474,0lAWpj5szCSwM4rUMHYmrr,Maneskin,きのこ帝国,0.079472
475,0lAWpj5szCSwM4rUMHYmrr,Maneskin,The Yellow Monkey,0.077061
476,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Mohsen Namjoo,0.076297
477,0lAWpj5szCSwM4rUMHYmrr,Maneskin,GLIM SPANKY,0.075817
478,0lAWpj5szCSwM4rUMHYmrr,Maneskin,緑黄色社会,0.075678
479,0lAWpj5szCSwM4rUMHYmrr,Maneskin,米津玄師,0.075210
480,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Pink,0.074639
481,0lAWpj5szCSwM4rUMHYmrr,Maneskin,back number,0.074599
482,0lAWpj5szCSwM4rUMHYmrr,Maneskin,稲葉浩志,0.074168
483,0lAWpj5szCSwM4rUMHYmrr,Maneskin,B'z,0.074122
484,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Chilli Beans.,0.073902
485,0lAWpj5szCSwM4rUMHYmrr,Maneskin,ビーバドゥービー,0.073750
486,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Maninni,0.073620
487,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Syrup16g,0.072432
488,0lAWpj5szCSwM4rUMHYmrr,Maneskin,奥田民生,0.071721
489,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Cosimo Morleo,0.071528
490,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Ze Hop,0.071528
491,0lAWpj5szCSwM4rUMHYmrr,Maneskin,La ragazza dello Sputnik,0.071528
492,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Alessandro Pitoni,0.071528
493,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Alessia Gerardi,0.071528
494,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Mario Migliarese,0.071528
495,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Marco Notari,0.071528
496,0lAWpj5szCSwM4rUMHYmrr,Maneskin,M. Chiara Bizzetti,0.071528
497,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Inioranti,0.071528
498,0lAWpj5szCSwM4rUMHYmrr,Maneskin,Martina Vinci,0.071528
